timestamp,acc,acc0,acc1,acc2,gyro,gyro0,gyro1,gyro2
212,-0.112389785,-0.733228456,-0.500227873,0.107377111,13.82290867,13.35192153,-3.577568366,-34.4026909
214,-0.117753225,-0.734536617,-0.488687354,0.105505722,13.93078804,13.7206895,-2.410297726,-37.08179004
216,-0.121960698,-0.737699552,-0.476185245,0.103940677,14.08008125,14.03338855,-1.145728528,-39.54085381
218,-0.124706139,-0.74278173,-0.463049289,0.102934722,14.27870738,14.27658872,0.245965288,-41.72311758
220,-0.125719075,-0.749827713,-0.449583738,0.102752738,14.55261147,14.4410074,1.79883457,-43.5829849
222,-0.124785692,-0.758852797,-0.436053343,0.103641156,14.94919017,14.52212759,3.547688978,-45.08932617
224,-0.121764089,-0.769835311,-0.422672342,0.105799102,15.53570945,14.52051608,5.523846553,-46.22753149
226,-0.1165926,-0.782711429,-0.409599138,0.109354379,16.39007334,14.44182677,7.750364088,-47.00005912
228,-0.109291222,-0.797372772,-0.396936758,0.114346814,17.58374435,14.29649476,10.23710423,-47.4254069
230,-0.099957168,-0.813666601,-0.384738564,0.120720681,19.16152598,14.09914164,12.97606578,-47.53563105
232,-0.088756193,-0.831398049,-0.373018176,0.128326825,21.12618955,13.86772185,15.93744571,-47.3727138
234,-0.075911586,-0.850333771,-0.361762178,0.136933978,23.43326943,13.62244584,19.06691075,-46.98421011
236,-0.061692473,-0.870206507,-0.350943942,0.146247715,25.99511012,13.38452264,22.28453059,-46.41866497
238,-0.046402619,-0.89072025,-0.340536931,0.15593467,28.68969741,13.17477571,25.48576117,-45.72128092
240,-0.03037026,-0.911556045,-0.33052596,0.16564915,31.37069962,13.01220243,28.54476104,-44.93023631
242,-0.01393894,-0.932378575,-0.320915264,0.175059202,33.87753484,12.91256787,31.32016855,-44.07392832
244,0.002541101,-0.952843859,-0.311732642,0.183869461,36.04571199,12.88714158,33.66325793,-43.16926877
246,0.018721581,-0.972608248,-0.303029463,0.191838717,37.71789792,12.94169489,35.42812945,-42.22102472
248,0.034265376,-0.991338758,-0.294876812,0.198790926,38.7557576,13.07586972,36.48328903,-41.2220952
250,0.048856467,-1.008724429,-0.287358512,0.204619264,39.05209594,13.28300423,36.72367078,-40.15456466
252,0.062210397,-1.024488095,-0.280562061,0.209283637,38.54242828,13.55045821,36.08190488,-38.99137237
254,0.074084563,-1.038397634,-0.274568757,0.212802723,37.21491681,13.86042791,34.53749515,-37.69847161
256,0.084287338,-1.050275591,-0.269444266,0.215242051,35.11767906,14.19118548,32.12260322,-36.23740081
258,0.092684865,-1.060006048,-0.265230829,0.216699869,32.36282207,14.5186324,28.92337403,-34.56822506
260,0.09920447,-1.067537754,-0.261941996,0.217292449,29.12711144,14.8180267,25.07617805,-32.65281278
262,0.10383395,-1.072882913,-0.259560484,0.217140316,25.64959537,15.06573355,20.7587431,-30.4583788
264,0.106616524,-1.076111445,-0.258039315,0.216356501,22.2255068,15.24085731,16.1768174,-27.96115666
266,0.10764178,-1.077341133,-0.257306032,0.215037542,19.18993682,15.32663546,11.54763701,-25.14997527
268,0.107033575,-1.07672456,-0.257269429,0.213257576,16.86998155,15.31150495,7.081955515,-22.02943056
270,0.104936247,-1.074434201,-0.25782796,0.211065531,15.47677367,15.18978433,2.966643812,-18.62228701
272,0.101500763,-1.070647317,-0.258878838,0.208485235,14.97606638,14.96194676,-0.650164127,-14.97073765
274,0.096872466,-1.065532342,-0.260326785,0.205518084,15.08758022,14.63448811,-3.669718634,-11.13620687
276,0.091181809,-1.05923832,-0.26209144,0.202147852,15.45218527,14.21942075,-6.0479834,-7.197500246
278,0.084539078,-1.051888556,-0.26411262,0.198347177,15.79155606,13.73344673,-7.795234682,-3.247278101
280,0.07703353,-1.043579127,-0.266352833,0.194085217,15.95691948,13.19688242,-8.970260523,0.612968253
282,0.068736777,-1.034382229,-0.26879677,0.189335919,15.90880078,12.63241722,-9.670159121,4.279056779
284,0.05970967,-1.024353775,-0.271447835,0.184086272,15.68055949,12.06378956,-10.01723152,7.650824571
286,0.050011489,-1.013544033,-0.274322107,0.178343848,15.34593926,11.51445131,-10.144716,10.63875972
288,0.039709977,-1.002009793,-0.277440462,0.172142888,14.99444495,11.00627129,-10.18309243,13.1698936
290,0.028890635,-0.989826332,-0.280819819,0.165548201,14.71420495,10.55830417,-10.24841648,15.19237
292,0.017663861,-0.977097534,-0.284464661,0.158656238,14.58111983,10.1856345,-10.43369087,16.67826723
294,0.006168807,-0.963962761,-0.288359954,0.151592926,14.65255121,9.898305664,-10.80374018,17.62446456
296,-0.005426687,-0.95059951,-0.292466487,0.144508165,14.96360966,9.700365448,-11.39352994,18.05158135
298,-0.016930191,-0.937221358,-0.296719354,0.13756726,15.5248667,9.589102694,-12.20944698,18.00123741
300,-0.028132364,-0.924071266,-0.301029895,0.130940033,16.32167747,9.554598458,-13.23279274,17.5320542
302,-0.038817323,-0.91141076,-0.305290951,0.124788671,17.31594844,9.579752372,-14.4246461,16.71491427
304,-0.048774536,-0.899505928,-0.309384823,0.119255658,18.45052453,9.640947266,-15.73130609,15.62801098
306,-0.057811008,-0.888611426,-0.313192961,0.114453154,19.65530115,9.709467097,-17.08967852,14.35215632
308,-0.065762711,-0.878953841,-0.316606155,0.110455044,20.85375722,9.753681939,-18.43216967,12.96668951
310,-0.072504488,-0.870715782,-0.319533961,0.107292517,21.96892249,9.741873381,-19.69084707,11.5461712
312,-0.077957997,-0.864021981,-0.321912209,0.104953555,22.92830314,9.645423724,-20.80079051,10.15789082
314,-0.082097516,-0.858928565,-0.323707723,0.103386183,23.66763265,9.44197047,-21.70267331,8.860089354
316,-0.084953486,-0.855416417,-0.324919797,0.102504894,24.13346518,9.118069107,-22.34468521,7.700729586
318,-0.086613618,-0.853389355,-0.325578395,0.102199309,24.2846935,8.670934075,-22.68394235,6.716638484
320,-0.087221174,-0.852677539,-0.325739465,0.102344009,24.0931361,8.108942056,-22.68753547,5.932895909
322,-0.08696995,-0.853046225,-0.325478127,0.1028085,23.54341536,7.450763956,-22.33335002,5.362427278
324,-0.086095503,-0.854209566,-0.324880667,0.103466415,22.63241555,6.723206633,-21.61075487,5.005847141
326,-0.084862457,-0.855848784,-0.324036389,0.104203317,21.36862401,5.958050208,-20.52120196,4.851666464
328,-0.083548245,-0.857633533,-0.323030248,0.104922714,19.77159566,5.188322923,-19.07871327,4.876998665
330,-0.082424233,-0.859244921,-0.321937033,0.105550121,17.87164486,4.444536301,-17.31016427,5.048871414
332,-0.081735804,-0.860398304,-0.320817538,0.106035192,15.7096997,3.751398426,-15.25521795,5.326180446
334,-0.081683323,-0.860863885,-0.31971689,0.106352076,13.33711706,3.125438526,-12.96573659,5.662227085
336,-0.082406038,-0.860483219,-0.318664885,0.10649822,10.81523603,2.573830482,-10.50450985,6.007686066
338,-0.083970702,-0.859180064,-0.31767797,0.106491924,8.21470126,2.094522894,-7.943191464,6.313776375
340,-0.086366199,-0.856964603,-0.316762357,0.106368948,5.615852294,1.677597531,-5.359427536,6.535369464
342,-0.089504734,-0.853930695,-0.315917705,0.106178545,3.120460407,1.307612903,-2.833270486,6.63377152
344,-0.093229391,-0.85024655,-0.315140827,0.105979239,1.063285041,0.966566092,-0.443085848,6.578955628
346,-0.097327155,-0.846139879,-0.314428958,0.105834704,1.851773054,0.637037509,1.738748589,6.351085553
348,-0.101545982,-0.841879045,-0.313782244,0.105810005,3.662723079,0.305075039,3.649995832,5.941252586
350,-0.105614195,-0.837752021,-0.313205235,0.105968421,5.242334477,-0.0375764,5.242199804,5.351427612
352,-0.109260428,-0.834045046,-0.312707284,0.106368959,6.495335783,-0.392195968,6.483484345,4.593701855
354,-0.11223246,-0.831022702,-0.312301894,0.107064583,7.398669733,-0.752922928,7.360259566,3.688944551
356,-0.11431361,-0.828910846,-0.312005115,0.108101051,7.955188177,-1.107723283,7.877687989,2.665040617
358,-0.115335702,-0.827883431,-0.311833201,0.109516223,8.186584411,-1.440355484,8.058879599,1.554885797
360,-0.11518803,-0.828053815,-0.311799779,0.111339614,8.129772655,-1.733074636,7.942899705,0.394312881
362,-0.11382211,-0.829470695,-0.311912837,0.11359197,7.833459295,-1.969718053,7.58177389,-0.779896115
364,-0.111252314,-0.832118489,-0.312171858,0.116284689,7.354601566,-2.138761352,7.03675096,-1.931785989
366,-0.107552737,-0.835921626,-0.312565436,0.119418955,6.754919595,-2.23592951,6.374131938,-3.027701948
368,-0.1028508,-0.840752069,-0.313069714,0.122984573,6.097664667,-2.265992366,5.660988693,-4.037407297
370,-0.097318209,-0.846439244,-0.313647927,0.126958568,5.444764406,-2.243464796,4.961081047,-4.934828048
372,-0.091159953,-0.852781545,-0.314251282,0.131303764,4.854355209,-2.192059073,4.331240182,-5.69844031
374,-0.084602018,-0.859558612,-0.314821312,0.135967608,4.378622757,-2.142887393,3.818425181,-6.31134507
376,-0.077878509,-0.866543666,-0.315293705,0.140881579,4.06183333,-2.131569295,3.457586202,-6.761098594
378,-0.071218827,-0.873515273,-0.315603448,0.145961517,3.938460956,-2.1945431,3.270390693,-7.039384952
380,-0.064835526,-0.880268032,-0.315690965,0.151109165,4.03138839,-2.36499409,3.264796365,-7.141629413
382,-0.058913437,-0.88662177,-0.315508728,0.156215084,4.350269653,-2.668878835,3.435393983,-7.066656423
384,-0.053600602,-0.892428922,-0.31502768,0.161162987,4.890264024,-3.121534144,3.764399927,-6.816491273
386,-0.049001531,-0.897579866,-0.314242699,0.1658353,5.631426026,-3.725306567,4.223156411,-6.396387426
388,-0.045173165,-0.902006031,-0.313176315,0.170119632,6.539020708,-4.46852869,4.773996561,-5.815128743
390,-0.042123876,-0.905680707,-0.311879988,0.173915616,7.564956597,-5.326013955,5.37234992,-5.085605773
392,-0.039815586,-0.908617514,-0.310432474,0.177141526,8.650422029,-6.261061224,5.968996032,-4.225599735
394,-0.038168953,-0.910866646,-0.308935134,0.17974001,9.729682411,-7.228776534,6.512411969,-3.258633371
396,-0.037071279,-0.912509033,-0.307504448,0.18168236,10.73486529,-8.18035594,6.951194821,-2.214677238
398,-0.036386632,-0.913648755,-0.30626243,0.182970826,11.60145551,-9.067851257,7.236562957,-1.130450662
400,-0.03596744,-0.914404081,-0.305325978,0.18363872,12.27416543,-9.848876126,7.324942045,-0.049047366
402,-0.03566674,-0.914897693,-0.304796406,0.183748208,12.71284126,-10.49071231,7.180618928,0.981338019
404,-0.035350177,-0.915246662,-0.304750437,0.18338594,12.89810117,-10.9733462,6.778398555,1.909699255
406,-0.034906905,-0.915552878,-0.305233695,0.182656831,12.83642057,-11.29109531,6.106132955,2.685481095
408,-0.034258583,-0.91589459,-0.306257384,0.181676431,12.56425128,-11.45265722,5.166919084,3.262585471
410,-0.033365809,-0.916319729,-0.30779833,0.180562459,12.15020059,-11.47960774,3.980701022,3.60371283
412,-0.032231509,-0.9168416,-0.309802085,0.179426083,11.69287725,-11.40356347,2.584979407,3.684500626
414,-0.030900942,-0.9174374,-0.312188408,0.178363617,11.30978047,-11.26238298,1.034342199,3.496875029
416,-0.029458258,-0.918049875,-0.314858223,0.177449253,11.11217396,-11.09588759,-0.601405597,3.051087938
418,-0.028019731,-0.918592199,-0.317701142,0.176729465,11.1686857,-10.94162513,-2.240620417,2.37606505
420,-0.026724024,-0.91895591,-0.320602809,0.17621964,11.47665957,-10.83117201,-3.794657774,1.517915203
422,-0.025720085,-0.919021464,-0.323451546,0.17590335,11.96399454,-10.78737672,-5.173941329,0.536703215
424,-0.025153476,-0.918670662,-0.326144078,0.175734523,12.52031781,-10.82280529,-6.294858516,-0.498180346
426,-0.025152143,-0.917799962,-0.328590282,0.17564249,13.03444294,-10.93947784,-7.086926501,-1.513549695
428,-0.025812786,-0.916333446,-0.330717016,0.175539582,13.42073756,-11.12980999,-7.499568399,-2.438268675
430,-0.027189083,-0.914234141,-0.332471077,0.17533066,13.63223296,-11.37852055,-7.507798986,-3.208829942
432,-0.029282981,-0.911512432,-0.333821235,0.174923658,13.66438963,-11.66515939,-7.116150671,-3.77416766
434,-0.032040087,-0.9082305,-0.334759246,0.174240058,13.55208103,-11.9668621,-6.360276068,-4.09932777
436,-0.035349843,-0.904502101,-0.335299681,0.17322414,13.35975169,-12.26095582,-5.305839021,-4.167760329
438,-0.039050722,-0.900487489,-0.33547846,0.171849954,13.16385011,-12.52711606,-4.044541142,-3.982130734
440,-0.042940103,-0.896383826,-0.335350091,0.170125202,13.02905883,-12.74889018,-2.68741011,-3.563657857
442,-0.046787989,-0.892411905,-0.334983773,0.168091577,12.98550434,-12.91453414,-1.355776817,-2.950075712
444,-0.050353298,-0.888800461,-0.334458667,0.165821541,13.01834797,-13.01722929,-0.170662282,-2.192387567
446,-0.05340121,-0.885769494,-0.333858762,0.163411981,13.07684685,-13.0548333,0.758453079,-1.350646092
448,-0.055720051,-0.883514128,-0.333267771,0.160975526,13.09852836,-13.02935956,1.34433426,-0.489055951
450,-0.057136296,-0.882190329,-0.332764464,0.158630633,13.03657975,-12.94637132,1.530973937,0.329244415
452,-0.0575266,-0.881903571,-0.332418712,0.156491606,12.88017555,-12.81442843,1.29974856,1.047314771
454,-0.056826098,-0.882701202,-0.332288426,0.154659686,12.66249069,-12.64465217,0.671894175,1.619024058
456,-0.055032531,-0.884568923,-0.332417416,0.153216088,12.45384853,-12.45039758,-0.293160612,2.012714091
458,-0.052206067,-0.887431545,-0.332834181,0.152217549,12.33891397,-12.24696111,-1.503576265,2.213545157
460,-0.048464906,-0.891157897,-0.333551552,0.151694514,12.38235753,-12.0512197,-2.844447501,2.224259198
462,-0.043976941,-0.895569594,-0.334567172,0.151651727,12.59817562,-11.88110042,-4.189687539,2.06424894
464,-0.038947978,-0.90045313,-0.335864779,0.152070711,12.94213474,-11.75481763,-5.415082086,1.76700606
466,-0.033607223,-0.905574543,-0.337416279,0.152913443,13.33244083,-11.68987692,-6.41098713,1.376215383
468,-0.028191009,-0.910695645,-0.339184547,0.154126595,13.68387292,-11.70191681,-7.09320247,0.940936768
470,-0.022925972,-0.915590587,-0.34112686,0.155645765,13.93711877,-11.8035223,-7.410812432,0.510441817
472,-0.018013092,-0.920061367,-0.34319873,0.157399415,14.07486359,-12.00318172,-7.350198199,0.129323114
474,-0.013614042,-0.923950867,-0.345357864,0.15931237,14.1242791,-12.30455708,-6.934921438,-0.166545938
476,-0.009841171,-0.927152134,-0.347567873,0.161308944,14.14767483,-12.70619594,-6.22167887,-0.352752275
478,-0.006752138,-0.929613003,-0.349801344,0.163315784,14.22326591,-13.20173563,-5.292964147,-0.41753826
480,-0.004349726,-0.931335583,-0.352041901,0.165264524,14.42026737,-13.7805555,-4.24739935,-0.361442022
482,-0.002586795,-0.932370774,-0.35428497,0.167094209,14.77692945,-14.42874292,-3.188890356,-0.195605206
484,-0.001375762,-0.932808497,-0.356537062,0.168753359,15.29156983,-15.13017734,-2.215816271,0.060850961
486,-0.000601499,-0.932764823,-0.358813528,0.170201435,15.93016777,-15.86752053,-1.411395495,0.383887116
488,-0.000136237,-0.93236748,-0.361134916,0.171409465,16.64395648,-16.62293774,-0.836198714,0.747556416
490,0.000145126,-0.93174132,-0.363522195,0.172359673,17.3863385,-17.37845477,-0.523522716,1.126571294
492,0.000350819,-0.930995246,-0.365991274,0.173044079,18.12226828,-18.11596273,-0.478018769,1.498187617
494,0.000560451,-0.930211819,-0.368547405,0.173462268,18.82918401,-18.81698748,-0.677608165,1.843339586
496,0.000816765,-0.929440426,-0.371180136,0.173618699,19.49227056,-19.46241983,-1.078344043,2.147106763
498,0.001121577,-0.928694475,-0.373859576,0.173520052,20.09795553,-20.03243509,-1.621530356,2.398688638
500,0.001436226,-0.927952662,-0.376534689,0.17317318,20.6290165,-20.50680797,-2.242130415,2.59109
502,0.001686479,-0.927163992,-0.379134189,0.172584143,21.06321027,-20.86575592,-2.877335034,2.720689544
504,0.001771446,-0.926255936,-0.3815704,0.171758617,21.3755493,-21.09133439,-3.474150421,2.786796511
506,0.001575748,-0.925144845,-0.383746003,0.170703732,21.54295185,-21.16928327,-3.995024451,2.791224156
508,0.000983807,-0.923747582,-0.385563206,0.169431059,21.54944728,-21.09110786,-4.420842368,2.737850056
